Location,Site,Date,Method,Visit,Wind.speed,Wind.direction,Temp,Sunshine,Time,Species,Species.1,Common.name,Caste,Number,Forage.plant,Pollen,ID,ITD,Hive.Distance,Hive.Density,Buildings,Impervious,Bee.habitat,Floral.Units,Ex.Nests.BeeHabitat,Rail,Total.Water,Building.Vol,ITD.error
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_012,5.309226497,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.403379194
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_013,5.957588259,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.653161879
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_014,4.392978469,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,4.479573208
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_015,5.386818727,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.181395059
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_016,5.067230309,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.898017545
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_017,5.038552632,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.730311162
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_019,5.130760935,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,5.238864265
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210623_BG_Buff_020,3.563175045,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.86083095
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_001,5.610445059,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,4.002447459
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_002,5.514359879,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.824745958
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_003,6.171869511,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.630349748
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_004,4.850495348,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.836167341
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_005,4.879452949,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.802470382
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_006,4.949104141,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.138391136
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Symphytum,Y,20210630_BG_Buff_007,4.94655216,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.286544815
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_008,6.288971587,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.923335884
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_009,5.815941665,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.094227108
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_010,3.887882589,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,5.120018103
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,20210630_BG_Buff_011,5.490835634,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.710877495
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Sage,N,20210630_BG_Buff_012,5.756748172,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.15041861
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Symphytum,N,20210630_BG_Buff_013,4.84138924,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.078392255
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Symphytum,N,20210630_BG_Buff_014,5.367525151,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.366413848
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Symphytum,N,20210630_BG_Buff_015,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Bombus terrestris,Buff,Buff tail,Q,1,Camassia,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,11,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,2,Symphytum,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,2,Symphytum,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,5,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,6,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lythrum salicaria,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Veronica spicata,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,symphytum,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,symphytum,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Origanum,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,symphytum,Y,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus terrestris,Buff,Buff tail,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Bombus pascuorum,Ccarder,Common carder,W,1,Camassia,N,20210426_BG_CC_003,4.190217391,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,4.47271897
East,BG,11/05/2021,Transect,2,6,SE,22,S,13:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Alkanet,N,20210511_BG_CC_002,6.595099625,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.390499165
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Alkanet,N,20210526_BG_CC_001,6.676898263,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.060360357
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Alkanet,N,20210526_BG_CC_002,3.293554834,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.055150561
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum officinale,N,20210526_BG_CC_003,7.640050403,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.258851908
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum officinale,N,20210526_BG_CC_006,7.181071607,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.339311534
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum officinale,N,20210526_BG_CC_007,7.916087934,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.049621085
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum officinale,Y,20210526_BG_CC_008,3.806836582,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.671718997
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Bombus pascuorum,Ccarder,Common carder,W,1,Alkanet,N,20210526_BG_CC_009,5.493067093,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,5.117611913
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus pascuorum,Ccarder,Common carder,W,1,Lavender,N,20210623_BG_CC_006,5.150249252,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.638982095
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum,N,20210630_BG_CC_016,5.254251074,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.087972103
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Bombus pascuorum,Ccarder,Common carder,W,1,Alkanet,,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,3,0,NA,32,S,12:20:00,Bombus pascuorum,Ccarder,Common carder,W,1,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus pascuorum,Ccarder,Common carder,W,1,Lavender,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Bombus pascuorum,Ccarder,Common carder,W,1,Symphytum,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus pascuorum,Ccarder,Common carder,W,1,symphytum,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus pascuorum,Ccarder,Common carder,W,1,symphytum,Y,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus pascuorum,Ccarder,Common carder,W,1,symphytum,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus pascuorum,Ccarder,Common carder,W,1,symphytum,Y,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus pratorum,Early,Early,W,1,Symphytum,N,20210623_BG_Early_018,5.058590378,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,2.719496038
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus pratorum,Early,Early,M,1,Lavender,N,20210623_BG_Early_021,3.829004363,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,1.672268723
East,BG,11/05/2021,Transect,2,6,SE,22,S,13:40:00,Bombus hortorum,Garden,Garden,W,1,Lamium orvala,Y,20210511_BG_Garden_001,4.548156551,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.507587295
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Anthophora plumipes,Solitary,Hairy footed flower bee,M,1,Camassia,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Anthophora plumipes,Solitary,Hairy footed flower bee,F,2,Alkanet,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,11/05/2021,Transect,2,6,SE,22,S,13:40:00,Anthophora plumipes,Solitary,Hairy footed flower bee,F,1,Comfrey,Y,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,11/05/2021,Transect,2,6,SE,22,S,13:40:00,Anthophora plumipes,Solitary,Hairy footed flower bee,F,1,Lamium orvala,Y,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,11/05/2021,Transect,2,6,SE,22,S,13:40:00,Anthophora plumipes,Solitary,Hairy footed flower bee,M,1,Lamium orvala,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Apis mellifera,Honey,Honey,W,4,Camassia,,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,26/04/2021,Transect,1,3,NE,17,S,12:10:00,Apis mellifera,Honey,Honey,W,10,Camassia,Y,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,11/05/2021,Transect,2,6,SE,22,S,13:40:00,Apis mellifera,Honey,Honey,W,6,Alkanet,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,26/05/2021,Transect,3,2,NE,17,C,11:40:00,Apis mellifera,Honey,Honey,W,1,Symphytum officinale,N,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Apis mellifera,Honey,Honey,W,3,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Apis mellifera,Honey,Honey,W,1,Symphytum,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Apis mellifera,Honey,Honey,W,10,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Apis mellifera,Honey,Honey,W,2,Symphytum,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Apis mellifera,Honey,Honey,W,9,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,30/06/2021,Transect,5,4,NW,18,C,10:34:00,Apis mellifera,Honey,Honey,W,5,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Apis mellifera,Honey,Honey,W,58,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Apis mellifera,Honey,Honey,W,62,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
East,BG,08/07/2021,Transect,6,2,SW,30,C,15:11:00,Bombus pascuorum,Ccarder,Red tail,W,1,symphytum,Y,20210529_Bun_CC_001,6.642272998,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,3.847156641
East,BG,23/06/2021,Transect,4,0,NA,32,S,12:20:00,Bombus lapidarius,Red,Red tail,W,1,Lavender,NA,NA,NA,300,1,21.53,48.93,17.83,6024,13,2.79,6.61,4,NA
City,Bunhill,29/05/2021,Transect,3,4,SW,21,S,11:45:00,Bombus terrestris,Buff,Buff tail,W,1,Geranium,Y,20210608_Bunhill_Buff_002,4.145547786,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,3.848238389
City,Bunhill,08/06/2021,Transect,4,3,SW,22,S,10:20:00,Bombus terrestris,Buff,Buff tail,W,1,Geranium,N,20210608_Bunhill_Buff_004,6.636382137,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,7.627822025
City,Bunhill,08/06/2021,Transect,4,3,SW,22,S,10:20:00,Bombus terrestris,Buff,Buff tail,M,1,Geranium,N,20210608_Bunhill_Buff_005,5.352038252,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,4.822801666
City,Bunhill,08/06/2021,Transect,4,3,SW,22,S,10:20:00,Bombus terrestris,Buff,Buff tail,W,1,Geranium,N,20210624_Bunhill_CC_002,3.001208054,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,9.835021018
City,Bunhill,08/06/2021,Transect,4,3,SW,22,S,10:20:00,Bombus terrestris,Buff,Buff tail,W,1,Luzula nivea,Y,20210624_Bunhill_Tree_001,3.659655582,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,10.69258807
City,Bunhill,29/05/2021,Transect,3,4,SW,21,S,11:45:00,Bombus terrestris,Buff,Buff tail,W,1,Lamium album,N,NA,NA,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,NA
City,Bunhill,29/05/2021,Transect,3,4,SW,21,S,11:45:00,Bombus terrestris,Buff,Buff tail,W,1,Chelidonium majus,Y,NA,NA,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,NA
City,Bunhill,08/06/2021,Transect,4,3,SW,22,S,10:20:00,Bombus terrestris,Buff,Buff tail,W,1,Lamium album,NA,NA,NA,535,2,45.37,42.5,8.43,1754,6,0.26,0.52,15,NA
